glue,term,count,examples,safe_to_batch_approve
prefix,nautilus,8,"['NAUTILUS_SCRIPT_SELECTED_URIS', 'NautilusIconContainer', 'Nautilusu', 'nautilus2', 'nautiluss']",False
prefix,overlay,8,"['overlayed', 'overlayfs', 'overlays']",False
prefix,pcmcia,8,"['pcmcia_core', 'pcmcia_cs', 'pcmcia_socket0', 'pcmciautils']",False
prefix,kubuntu,8,"['kubuntu0desktop', 'kubuntublog', 'kubuntuisms', 'kubuntus', 'kubuntut']",False
prefix,gedit,8,"['GEDIT_CURRENT_DOCUMENT_NAME', 'gedit2', 'gedit3', 'gedit_2', 'geditrc']",False
prefix,ethernet,8,"['Ethernetport', 'ethernet_interface', 'ethernetcard', 'ethernetport', 'ethernets']",False
prefix,runs,8,"['RunSky', 'runscape', 'runscript', 'runstartx', 'runsvdir']",False
prefix,oracle,7,"['ORACLE_HOME', 'OracleGD', 'Oraclebeast', 'oracledb', 'oraclexe']",False
prefix,chromium,7,"['ChromiumOS', 'chromium2', 'chromiumBSD', 'chromiumOS', 'chromiumos']",False
prefix,lexmark,7,"['Lexmarks', 'lexmarks']",False
prefix,realtek,7,"['Realtekfor', 'realtek8187B', 'realtek8196', 'realtek97', 'realteks']",False
prefix,winamp,7,"['winamp2', 'winamp3', 'winamp5', 'winamps', 'winamptv']",False
prefix,loopback,7,"['loopbacking', 'loopbackinterface', 'loopbackmount', 'loopbacks']",False
prefix,ownership,7,['ownerships'],False
prefix,ppas,6,"['pPASSWORD', 'ppasearch', 'ppasorry', 'ppassword', 'ppaste']",False
prefix,peers,6,"['PeerShare', 'peers4beers', 'peerson', 'peersonally', 'peerstats']",False
prefix,jaunty,6,"['JauntyReleaseSchedule', 'jaunty64', 'jauntyjoe', 'jauntys', 'jauntyx']",False
prefix,bsod,6,"['BSODs', 'BSoDirl', 'bsodirl', 'bsods']",False
prefix,flashplugin,6,"['flashplugin0free', 'flashplugin64', 'flashplugin_free', 'flashplugin_nonfree', 'flashplugins']",False
prefix,gparted,6,"['GPartedLiveCD', 'gparted_details', 'gpartedis', 'gpartediting', 'gparteds']",False
prefix,networkmanager,6,"['NetworkManagerApplet', 'NetworkManagerD', 'NetworkManagerUserSettings', 'NetworkManagers', 'networkmanagers']",False
prefix,azureus,6,"['Azureus_2', 'Azureus_3', 'azureusname', 'azureuswiki']",False
prefix,logs,6,"['logsa', 'logsave', 'logsentry', 'logsoff', 'logstalgia']",False
prefix,networks,6,"['networkscripts', 'networksettings', 'networksolutions', 'networkspeed', 'networkswitch']",False
prefix,netstat,5,"['Netstatlive', 'netstate', 'netstatus', 'netstatus_applet']",False
prefix,homepage,5,"['homepages', 'homepagetools']",False
prefix,killall,5,"['killallgdm', 'killalll', 'killalls', 'killallvthing']",False
prefix,vivid,5,"['VividHazE', 'vividas', 'vividly', 'vividor_follador']",False
prefix,sftp,5,"['sftpd', 'sftps']",False
prefix,localhost,5,"['Localhost666', 'localhost2', 'localhost__', 'localhosts']",False
prefix,bugs,5,"['bugslist', 'bugsme', 'bugsquad', 'bugsquashing']",False
prefix,dmesg,5,"['dmesg_willys_fueguino', 'dmesged', 'dmesging', 'dmesgs']",False
prefix,installing,5,"['installinging', 'installingit', 'installingnow', 'installings', 'installingwindows']",False
prefix,aptitude,4,"['aptitudea', 'aptituded', 'aptitudes']",False
prefix,karmic,4,"['karmic1', 'karmick', 'karmics']",False
prefix,whereis,4,"['WhereIsMyCookie', 'WhereIsMySpoon', 'whereismyspoon']",False
prefix,maverick,4,"['Maverick001', 'MaverickOne', 'maverick_', 'maverick_hunter']",False
prefix,uptime,4,"['uptime2', 'uptimes']",False
prefix,pages,4,"['Pagesize', 'pagesize', 'pagesl', 'pagestream']",False
prefix,wireshark,4,"['wiresharking', 'wiresharkk', 'wiresharks', 'wiresharky']",False
prefix,fluxbox,4,"['fluxboxing', 'fluxboxremake', 'fluxboxs', 'fluxboxspaceandspacegnome']",False
prefix,banshee,4,"['Bansheed', 'Bansheee', 'bansheee', 'banshees']",False
prefix,cards,4,"['cards_', 'cardserver', 'cardsharing', 'cardss']",False
prefix,wikipedia,4,"['wikipedian', 'wikipedias']",False
prefix,dismount,4,['dismounted'],False
prefix,gtk2,4,"['GTK2_RC_FILES', 'gtk2html', 'gtk2html2', 'gtk2x']",False
prefix,autoremove,4,"['autoremoved', 'autoremoves']",False
prefix,strace,4,"['straced', 'stracelog']",False
prefix,bootable,4,"['Bootable_NoEmulation', 'bootables']",False
prefix,postfix,4,['postfixadmin'],False
prefix,iptables,4,"['IpTablesd', 'IptablesHowto', 'iptables_', 'iptablessave']",False
prefix,openssh,4,"['opensshd', 'opensshserver']",False
prefix,grub2,3,"['grub21', 'grub25', 'grub2HAN_CHINESE_JAPANESE_KANJI']",False
prefix,mkdir,3,"['mkdirasdfasdf', 'mkdirhier', 'mkdirs']",False
prefix,authorized_keys,3,['authorized_keys2'],True
prefix,lspci,3,"['lspcioutput', 'lspcis', 'lspciv']",False
prefix,outlook,3,"['outlook2007', 'outlookers', 'outlooking']",False
prefix,burning,3,"['burning_bronx', 'burningiso', 'burningisos']",False
prefix,i386,3,"['i386_64', 'i386s']",False
prefix,flashdrive,3,['flashdrives'],False
prefix,booting,3,"['bootingprobs', 'bootings', 'bootingz']",False
prefix,brasero,3,"['Brasero1', 'braserobraser', 'braseros']",False
prefix,plugins,3,['plugins0'],True
prefix,tcpdump,3,['tcpdumpgod'],False
prefix,ipv6,3,"['ipv6_disable', 'ipv6disable', 'ipv6ism']",False
prefix,soundcard,3,"['soundcardinfo', 'soundcardy']",False
prefix,nopaste,2,"['nopasted', 'nopastesites']",False
prefix,imgburn,2,['imgburner'],False
prefix,backspace,2,"['backspaced', 'backspaces']",False
prefix,safari,2,"['Safari_Al', 'Safaris']",False
prefix,pulseaudio,2,"['PulseAudioWrangler', 'pulseaudiom']",False
prefix,mounted,2,"['mountedpartition', 'mountedread']",False
prefix,windowsme,2,"['windowsmediainstaller', 'windowsmediaplayer']",False
prefix,crashed,2,"['crashedd', 'crashedm']",False
prefix,devices,2,"['devicesa', 'deviceshow']",False
prefix,latency,2,['latencytop'],False
prefix,intrepid,2,"['Intrepid_Doesnt', 'intrepid1']",False
prefix,logged,2,"['loggedin', 'loggedout']",False
prefix,repositories,2,"['repositoriesL', 'repositoriesclick']",False
prefix,qemu,2,['qemulator'],False
prefix,options,2,"['optionsl', 'optionsman']",False
prefix,ifconfig,2,"['ifconfigh', 'ifconfigup']",False
prefix,nslookup,2,['nslookups'],False
prefix,permissions,2,"['permissionss', 'permissionsy']",False
prefix,https,1,['https_proxy'],False
prefix,raring,1,['RaringOne'],False
prefix,downloads,1,['downloadSSH'],False
prefix,libreoffice,1,['libreoffice3'],True
prefix,konsole,1,['konsoles'],False
prefix,initramfs,1,['initramfstools'],False
prefix,testdisk,1,['TestdiskL'],False
prefix,upstart,1,['Upstartis'],False
prefix,terraform,1,['terraforming'],False
prefix,rhythmbox,1,['rhythmboxmp3'],False
prefix,freezes,1,['freezess'],False
prefix,postgresql,1,['postgresql8'],True
prefix,useradd,1,['useradded'],False
prefix,windowsnt,1,['windowsntf'],False
prefix,flash64,1,['flash64bit'],False
prefix,fat32,1,['fat32no'],False
prefix,overheating,1,['overheatingy'],False
prefix,crashing,1,['crashingthanks'],False
prefix,compiled,1,['compiledI'],False
prefix,mencoder,1,['mencoder_1'],False
prefix,fixes,1,['fixeself'],False
prefix,shotwell,1,['shotwelll'],False
prefix,hostname,1,['hostnamehere'],False
prefix,autoclean,1,['autocleaned'],False
prefix,windowsxp,1,['WindowsXPUnderQemu'],False
prefix,docstring,1,['docstrings'],False
prefix,interfaces,1,['interfacesupplied'],False
prefix,deluge,1,['deluged'],False
prefix,howtos,1,['HowtoSetupNdiswrapper'],False
prefix,docker,1,['dockers'],False
prefix,timeline,1,['timelines'],False
prefix,phpmyadmin,1,['phpmyadmins'],False
suffix,ubuntu,5239,"['Xubuntu', 'bubuntu', 'edubuntu', 'lubuntu', 'xubuntu']",False
suffix,chat,4442,"['Torchat', 'XChat', 'Xchat', 'weechat', 'xchat']",False
suffix,config,3390,"['CompizConfig', 'autoconfig', 'compizconfig', 'iwconfig', 'xorgconfig']",False
suffix,less,2935,"['fabless', 'outputless', 'regardless', 'unless', 'useless']",False
suffix,ping,2755,"['dipping', 'hoping', 'sleeping', 'stopping', 'swapping']",False
suffix,server,2575,"['gmediaserver', 'ubuntuserver', 'vncserver', 'xserver', 'yourserver']",False
suffix,line,2249,"['commandline', 'eternalspline', 'modline', 'offline', 'online']",False
suffix,torrent,1947,"['Bittorrent', 'bittorrent', 'ktorrent', 'qbittorrent', 'rtorrent']",False
suffix,root,1903,"['DocumentRoot', 'MasterRoot', 'chroot', 'iceroot', 'noroot']",False
suffix,file,1732,"['bash_profile', 'logfile', 'makefile', 'pidfile', 'swapfile']",False
suffix,linux,1721,"['PlayOnLinux', 'philinux', 'playonlinux', 'selinux', 'zfsonlinux']",False
suffix,mount,1616,"['Remount', 'amount', 'gmount', 'remount', 'umount']",False
suffix,list,1615,"['blacklist', 'blocklist', 'iwlist', 'sourcelist', 'whitelist']",False
suffix,sudo,1606,"['gksudo', 'gsudo', 'kdesudo', 'rootsudo', 'visudo']",False
suffix,ports,1587,"['Backports', 'backports', 'bacports', 'imports', 'viewports']",False
suffix,install,1504,"['Uninstall', 'checkinstall', 'cleaninstall', 'postinstall', 'uninstall']",False
suffix,size,1268,"['HISTSIZE', 'blocksize', 'lvresize', 'ntfsresize', 'resize']",False
suffix,user,1094,"['Adduser', 'adduser', 'fuser', 'randomenduser', 'superuser']",False
suffix,more,1092,"['annymore', 'anymore', 'asizemore', 'blazemore', 'furthermore']",False
suffix,port,892,"['apport', 'backport', 'import', 'serialport', 'suport']",False
suffix,player,861,"['Linuxmediaplayer', 'audioplayer', 'blenderplayer', 'flashplayer', 'multiplayer']",False
suffix,link,803,"['RaLink', 'VBALink', 'blink', 'botlink', 'dlublink']",False
suffix,splash,793,"['bootsplash', 'nosplash', 'quiet_splash', 'usplash', 'xsplash']",False
suffix,page,756,"['SecurityPage', 'manpage', 'rapage', 'startpage', 'transparent_hugepage']",False
suffix,source,648,"['Resource', 'clocksource', 'opensource', 'powersource', 'resource']",False
suffix,wifi,628,"['MadWifi', 'Madwifi', 'iwlwifi', 'madwifi', 'outbackwifi']",False
suffix,ssid,612,"['BSSID', 'ESSID', 'bssid', 'essid', 'jessid']",False
suffix,free,596,"['cgfree', 'dispyfree', 'nonefree', 'nonfree', 'textfree']",False
suffix,desktop,573,"['fdesktop', 'gtkrecordmydesktop', 'rdesktop', 'recordMyDesktop', 'recordmydesktop']",False
suffix,head,572,"['SREADAHEAD', 'ahead', 'clickhead', 'dualhead', 'readahead']",False
suffix,boot,547,"['liveboot', 'multiboot', 'netbooT', 'netboot', 'wineboot']",False
suffix,script,514,"['Javascript', 'downscript', 'ghostscript', 'javascript', 'postscript']",False
suffix,fdisk,409,"['LordFDisk', 'aefdisk', 'cfdisk', 'sexyfdisk', 'sfdisk']",False
suffix,unity,407,"['MyUnity', 'community', 'myunity', 'notunity', 'nounity']",False
suffix,admin,379,"['GeekAdmin', 'gadmin', 'mdadmin', 'pjpmyadmin', 'sysadmin']",False
suffix,edit,366,"['BCDEdit', 'JEdit', 'UltraEdit', 'geedit', 'pdfedit']",False
suffix,package,365,"['metapackage', 'mteapackage', 'mypackage', 'psuedopackage', 'unpackage']",False
suffix,site,360,"['e2dissite', 'oppisite', 'opposite', 'oversite', 'sebsite']",False
suffix,files,343,"['gnomefiles', 'logfiles', 'mp3files', 'profiles', 'swapfiles']",False
suffix,comment,338,"['UNCOMMENT', 'Uncomment', 'decomment', 'recomment', 'uncomment']",False
suffix,mplayer,332,"['SMPlayer', 'gmplayer', 'kmplayer', 'smplayer', 'vmplayer']",False
suffix,login,304,"['PermitRootLogin', 'autologin', 'hushlogin', 'relogin', 'tologin']",False
suffix,card,291,"['Arucard', 'aircard', 'graphicscard', 'picard', 'sdcard']",False
suffix,pages,288,"['codepages', 'manpages', 'mapages', 'webpages', 'wikipages']",False
suffix,setup,272,"['cryptsetup', 'gdm2setup', 'gdmsetup', 'losetup', 'pptpsetup']",False
suffix,modem,266,"['Winmodem', 'slmodem', 'softmodem', 'voicemodem', 'winmodem']",False
suffix,device,256,"['ProcXCloseDevice', 'blockdevice', 'coredevice', 'libimobiledevice', 'thedevice']",False
suffix,sound,240,"['asound', 'esound', 'extrasound', 'lib32asound', 'vsound']",False
suffix,grep,235,"['egrep', 'ext3grep', 'ngrep', 'pgrep', 'suregrep']",False
suffix,lags,229,"['LIBXML2_CFLAGS', 'SIOCSIFFLAGS', 'ServerFlags', 'bootflags', 'flags']",False
suffix,mate,227,"['MacUltimate', 'altermate', 'ltimate', 'rymate', 'ultimate']",False
suffix,help,221,"['Operhelp', 'devhelp', 'ehelp', 'linuxhelp', 'linuxminthelp']",False
suffix,installed,218,"['checkinstalled', 'deinstalled', 'iinstalled', 'uninstalled', 'youinstalled']",False
suffix,grub,217,"['RestoreGrub', 'SuperGrub', 'fixgrub', 'supergrub', 'wingrub']",False
suffix,version,215,"['conversion', 'coversion', 'releaseversion', 'serverversion', 'subversion']",False
suffix,passwd,215,"['gpasswd', 'htpasswd', 'opiepasswd', 'rootpasswd', 'smbpasswd']",False
suffix,make,215,"['Automake', 'QMAKE', 'automake', 'pmake', 'qmake']",False
suffix,panel,199,"['cpanel', 'fixpanel', 'lxpanel', 'resetpanel', 'secpanel']",False
suffix,error,198,"['UnholyTerror', 'UrbanTerror', 'terror', 'uranterror', 'urbanterror']",False
suffix,copy,197,"['K9Copy', 'K9copy', 'hardcopy', 'k9copy', 'rawcopy']",False
suffix,acer,197,"['Macer', 'hacer', 'racer', 'supertuxracer', 'tuxracer']",False
suffix,runs,188,"['foruns', 'overruns', 'rhoruns', 'speedruns', 'underruns']",False
suffix,ported,186,"['backported', 'imported', 'reimported', 'sopported', 'suported']",False
suffix,format,177,"['TVOutFormat', 'fileformat', 'freeformat', 'misformat', 'reformat']",False
suffix,burn,177,"['Xfburn', 'cpuburn', 'mp3burn', 'xfburn', 'youburn']",False
suffix,print,170,"['Gutenprint', 'Sprint', 'fingerprint', 'footprint', 'sprint']",False
suffix,default,167,"['Ddefault', 'GRUB_CMDLINE_LINUX_DEFAULT', 'edefault', 'perdefault', 'xdefault']",False
suffix,system,160,"['Microsystem', 'fileysystem', 'filysystem', 'ssystem', 'subsystem']",False
suffix,tail,155,"['colortail', 'detail', 'essentail', 'flametail', 'multitail']",False
suffix,download,153,"['Mbpsdownload', 'autodownload', 'btdownload', 'redownload', 'wxdownload']",False
suffix,machine,152,"['SteamMachine', 'imachine', 'localmachine', 'nomachine', 'screwyourmachine']",False
suffix,data,148,"['metadata', 'puredata', 'tzdata', 'userdata', 'www_data']",False
suffix,screensaver,146,"['XScreensaver', 'Xscreensaver', 'gscreensaver', 'kscreensaver', 'xscreensaver']",False
suffix,installing,144,"['_un_installing', 'deinstalling', 'theninstalling', 'uninstalling', 'uuninstalling']",False
suffix,locate,134,"['allocate', 'dlocate', 'mlocate', 'slocate', 'unallocate']",False
suffix,support,128,"['hardwaresupport', 'libflashsupport', 'mintsupport', 'picturesupport', 'techsupport']",False
suffix,reinstalled,128,"['PREINSTALLED', 'preinstalled']",False
suffix,resolution,128,"['855resolution', '915resolution', 'fixresolution', 'i915resolution', 'screenresolution']",False
suffix,folder,127,"['fontsfolder', 'homefolder', 'myfolder', 'parentfolder', 'targettfolder']",False
suffix,browser,125,"['abrowser', 'filebrowser', 'gmusibrowser', 'gmusicbrowser', 'webbrowser']",False
suffix,shell,124,"['IRCshell', 'ashell', 'gnomeshell', 'powershell', 'rootshell']",False
suffix,logs,120,"['blogs', 'changelogs', 'dialogs', 'mylogs', 'syslogs']",False
suffix,intel,118,"['hdaintel', 'iIntel', 'snd_hda_intel', 'tointel', 'wintel']",False
suffix,compiled,117,"['Recompiled', 'precompiled', 'recompiled', 'selfcompiled', 'uncompiled']",False
suffix,bios,116,"['NETBIOS', 'inbios', 'netbios', 'openbios', 'smbios']",False
suffix,wiki,112,"['gtdtiddlywiki', 'mediawiki', 'thinkwiki', 'thinwiki', 'ubuntuwiki']",False
suffix,driver,105,"['maskeddriver', 'newdriver', 'nutdriver', 'olddriver', 'printerdriver']",False
suffix,partition,103,"['gpartition', 'newpartition', 'repartition', 'unpartition', 'windowspartition']",False
suffix,address,102,"['EMISADDRESS', 'ListenAddress', 'MasqueradeAddress', 'ipaddress', 'macaddress']",False
suffix,options,98,"['InitializeGUCOptions', 'bootoptions', 'defoptions', 'lpoptions', 'someoptions']",False
suffix,plugin,97,"['DmixPlugin', 'gcjwebplugin', 'lyricsplugin', 'mozplugin', 'nsplugin']",False
suffix,game,94,"['PYgame', 'PyGame', 'ingame', 'pennergame', 'wolfgame']",False
suffix,paste,94,"['copypaste', 'gpaste', 'mispaste', 'repaste', 'wgetpaste']",False
suffix,gnome,93,"['eyeofgnome', 'libgnome', 'puregnome', 'sergnome', 'xchatgnome']",False
suffix,fixes,88,"['XFIXES', 'bugfixes', 'prefixes', 'suffixes', 'xfixes']",False
suffix,proxy,87,"['haproxy', 'https_proxy', 'simpleproxy', 'sshproxy', 'tinyproxy']",False
suffix,wget,84,"['GWget', 'Gwget', 'gwget', 'pwget']",False
suffix,icon,84,"['Decepticon', 'Silicon', 'decepticon', 'fastsilicon', 'fusionicon']",False
suffix,ctrl,83,"['alsactrl', 'apachectrl', 'remoteCTRL', 'smartctrl', 'wmctrl']",False
suffix,enable,82,"['BOOTLOGD_ENABLE', 'foo_enable', 'reenable', 'smtpd_sasl_auth_enable', 'unlistenable']",False
suffix,module,79,"['LoadModule', 'kernelmodule', 'libgmodule', 'permodule', 'ppmodule']",False
suffix,command,79,"['PROMPT_COMMAND', 'acommand', 'hcommand', 'lpd_command', 'somecommand']",False
suffix,speed,77,"['cpuspeed', 'highspeed', 'netspeed', 'typespeed', 'upspeed']",False
suffix,state,76,"['estate', 'nextstate', 'restate', 'saved_state', 'solidstate']",False
suffix,channel,75,"['cochannel', 'nameofchannel', 'nameofthechannel', 'newchannel', 'ownchannel']",False
suffix,sftp,74,"['VSftp', 'nsftp', 'psftp', 'vsftp', 'wsftp']",False
suffix,gtk2,71,"['lgtk2', 'libgtk2', 'libwxgtk2', 'wxGTK2', 'wxgtk2']",False
suffix,upgrade,66,"['cdromupgrade', 'distupgrade', 'eolupgrade', 'notinstalledyetbecauseofissuewithupgrade', 'reupgrade']",False
suffix,mounted,66,"['dimounted', 'frontmounted', 'remounted', 'smbmounted', 'umounted']",False
suffix,directory,66,"['adirectory', 'fakedirectory', 'homedirectory', 'realdirectory', 'subdirectory']",False
suffix,windows,63,"['ActLikeWindows', 'fwindows', 'installwindows', 'n0windows', 'notwindows']",False
suffix,password,62,"['1Password', 'apassword', 'lostpassword', 'rootpassword', 'userpassword']",False
suffix,networkmanager,61,"['KNetworkManager', 'KnetworkManager', 'Knetworkmanager', 'cnetworkmanager', 'knetworkmanager']",False
suffix,none,61,"['ANONE', 'anone', 'gnone', 'pumpingstationone', 'somenone']",False
suffix,howto,61,"['BinaryDriverHowto', 'KeyspanDriverHowto', 'bashhowto', 'linuxhowto', 'xglhowto']",False
suffix,dell,61,"['Riddell', 'josdell', 'kvidell', 'modell', 'rivendell']",False
suffix,daemon,60,"['authdaemon', 'btgdaemon', 'evildaemon', 'gnome_settings_daemon', 'syncdaemon']",False
suffix,qemu,60,"['KQEMU', 'KQemu', 'Kqemu', 'WindowsXPUnderQemu', 'kqemu']",False
suffix,cache,58,"['aptcache', 'ccache', 'dnscache', 'filecache', 'libmemcache']",False
suffix,monitor,58,"['dualmonitor', 'smartmonitor', 'sysmonitor', 'themonitor', 'udevmonitor']",False
suffix,update,57,"['Ntpupdate', 'autoupdate', 'grub_update', 'nsupdate', 'utpupdate']",False
suffix,cloud,55,"['OwnCloud', 'Owncloud', 'ScreenCloud', 'jolicloud', 'jollicloud']",False
suffix,window,55,"['_NET_ACTIVE_WINDOW', 'closewindow', 'nameOFwindow', 'own_window', 'xwindow']",False
suffix,username,54,"['myusername', 'otherusername', 'yourUserName', 'your_username', 'yourusername']",False
suffix,java,54,"['astraljava', 'kjkjava', 'multijava', 'sunjava', 'wahjava']",False
suffix,kernel,54,"['edgykernel', 'genkernel', 'microkernel', 'onkernel', 'withkernel']",False
suffix,local,54,"['_rtld_local', 'aclocal', 'eyeslocal', 'install_local', 'setlocal']",False
suffix,terminal,52,"['GRUB_TERMINAL', 'JustTerminal', 'dterminal', 'hyperterminal', 'interminal']",False
suffix,echo,52,"['Chimecho', 'NetEcho', 'eternalecho', 'jecho', 'netecho']",False
suffix,rsync,51,"['Grsync', 'S20rsync', 'grsync', 'gtkrsync', 'winrsync']",False
suffix,wine,51,"['ImGonnaWine', 'darwine', 'swine', 'ubuntuwine', 'xwine']",False
suffix,kubuntu,48,"['3kubuntu', 'TweakUbuntu', 'askubuntu', 'blackubuntu', 'ukubuntu']",False
suffix,installer,47,"['adept_installer', 'flashinstaller', 'googleearthinstaller', 'kludgeinstaller', 'runinstaller']",False
suffix,clone,47,"['botclone', 'mouseclone', 'msnclone', 'ntfsclone', 'patclone']",False
suffix,display,47,"['SDISPLAY', 'lvdisplay', 'pvdisplay', 'sdisplay', 'vgdisplay']",False
suffix,jockey,44,"['DistroJockey', 'Distrojockey', 'distrojockey']",False
suffix,beta,43,"['04beta', '0beta', '11beta', 'FF3beta', 'lupusbeta']",False
suffix,laptop,40,"['KsiLaptop', 'ServerTechLaptop', 'Yuiop_Laptop', 'rlaptop', 'xsinick_laptop']",False
suffix,booting,40,"['multibooting', 'netbooting', 'reebooting', 'singlebooting', 'trippelbooting']",False
suffix,disc,40,"['bak2disc', 'checkdisc', 'minidisc', 'scandisc', 'testdisc']",False
suffix,string,40,"['X_GLXQueryServerString', 'dmi_save_oem_string', 'newstring', 'oldstring', 'searchstring']",False
suffix,sata,40,"['Busata', 'eSATA', 'eSata', 'esata', 'nosata']",False
suffix,bash,39,"['SudoBash', 'binbash', 'rbash', 'sudobash', 'wabash']",False
suffix,filename,39,"['binfilename', 'myfilename', 'outputfilename', 'tarfilename', 'thenfilename']",False
suffix,broken,38,"['Jailbroken', 'earsbroken', 'fixbroken', 'jailbroken', 'maybethewindowsshellisbroken']",False
suffix,gedit,36,"['KRegEdit', 'PCRegedit', 'Regedit', 'ofregedit', 'regedit']",False
suffix,apache,36,"['Rapache', 'dapache', 'eapache', 'libapache', 'stopapache']",False
suffix,cards,35,"['aircards', 'flashcards', 'punchcards', 'reallyoldnetworkcards', 'vidcards']",False
suffix,process,33,"['DefunctProcess', 'myprocess', 'pid_of_process', 'runasbackgroundprocess', 'someprocess']",False
suffix,systems,33,"['Microsystems', 'OSystems', 'linuxsystems', 'subsystems', 'unixlikesystems']",False
suffix,vesa,33,"['XVESA', 'Xvesa', 'cervesa', 'xforcevesa', 'xvesa']",False
suffix,computer,32,"['dogatemycomputer', 'ecomputer', 'imonthecomputer', 'ubuntucomputer', 'ucomputer']",False
suffix,interface,31,"['ethernet_interface', 'ipx_interface', 'loopbackinterface', 'netwerkinterface', 'webinterface']",False
suffix,scroll,31,"['NetScroll', 'Xscroll', 'autoScroll', 'backscroll', 'rescroll']",False
suffix,program,30,"['YourProgram', 'everyprogram', 'mailprogram', 'myprogram', 'qprogram']",False
suffix,breezy,30,"['EASYBREEZY', 'Steff_breezy', 'easybreezy', 'runningbreezy', 'upgrade2breezy']",False
suffix,convert,28,"['OGGconvert', 'audioconvert', 'ipodconvert', 'oggconvert', 'soundconvert']",False
suffix,volume,28,"['LowerVolume', 'XF86AudioRaiseVolume', 'cvolume', 'multivolume', 'pvolume']",False
suffix,debian,27,"['2debian', '5debian', 'Auron_Debian', 'bddebian', 'orDebian']",False
suffix,software,26,"['DVSoftware', 'OpenSourceSoftware', 'anysoftware', 'freesoftware', 'idsoftware']",False
suffix,devices,26,"['AutoAddDevices', 'blockdevices', 'dosdevices', 'iDevices', 'subdevices']",False
suffix,squid,25,"['GeekSquid', 'geeksquid', 'rsquid', 'safesquid', 'supersquid']",False
suffix,processor,25,"['microprocessor', 'multiprocessor', 'preprocessor', 'wordprocessor', 'worprocessor']",False
suffix,logged,25,"['clogged', 'dialogged', 'flogged', 'relogged', 'tlogged']",False
suffix,ntfs,24,"['captive_ntfs', 'captiventfs', 'ext2ntfs', 'mkntfs', 'writentfs']",False
suffix,docker,24,"['KXdocker', 'Kxdocker', 'gxdocker', 'kdocker', 'kxdocker']",False
suffix,wireless,24,"['anywireless', 'intellinuxwireless', 'laptopwireless', 'seattlewireless', 'ubuntuwireless']",False
suffix,keyboard,24,"['akeyboard', 'daskeyboard', 'gtkeyboard', 'laptopkeyboard', 'mykeyboard']",False
suffix,find,24,"['findfind', 'infind', 'kfind', 'refind', 'rpmfind']",False
suffix,object,24,"['QObject', 'filesystemobject', 'gobject', 'swfobject', 'vobject']",False
suffix,distro,23,"['configureoriwillinstallanrpmbaseddistro', 'iscurrentdistro', 'linuxdistro', 'minidistro', 'whatdistro']",False
suffix,quake,23,"['YaQuake', 'earthquake', 'ioQuake', 'ioquake', 'yaquake']",False
suffix,initramfs,23,['mkinitramfs'],False
suffix,pcmcia,22,"['lspcmcia', 'nopcmcia', 'pata_pcmcia', 'start_pcmcia']",False
suffix,evolution,21,"['Revolution', 'SyncEvolution', 'revolution', 'syncevolution']",False
suffix,burning,21,"['cdburning', 'dvdburning', 'overburning', 'reburning', 'witchburning']",False
suffix,connection,20,"['deconnection', 'dosconnection', 'internetconnection', 'nameofconnection', 'netconnection']",False
suffix,vista,20,"['MaxiVista', 'altavista', 'bluevista', 'travista', 'winvista']",False
suffix,latency,20,"['lowlatency', 'network_latency']",False
suffix,router,20,"['brouter', 'erouter', 'evrouter', 'neorouter', 'prouter']",False
suffix,xterm,20,"['lxterm', 'roxterm', 'uxterm']",False
suffix,hosting,19,"['GHosting', 'a2hosting', 'ghosting', 'vhosting', 'webhosting']",False
suffix,livecd,19,"['3livecd', 'MobaLiveCD', 'XLiveCD', 'customlivecd', 'drweblivecd']",False
suffix,stability,19,"['instability', 'unstability']",False
suffix,dash,19,"['dadash', 'helpingdash', 'logicaldash', 'maddash', 'thedash']",False
suffix,reboot,18,"['coreboot', 'preboot', 'secureboot', 'sucureboot', 'thenreboot']",False
suffix,output,18,"['chebiOutput', 'fulloutput', 'lspcioutput', 'script_output', 'soundoutput']",False
suffix,installation,18,"['Ubuntuinstallation', 'Uninstallation', 'autoinstallation', 'deinstallation', 'uninstallation']",False
suffix,account,18,"['IRCaccount', 'gmailaccount', 'mailaccount', 'rootaccount', 'useraccount']",False
suffix,fstab,18,"['cfstab', 'ifstab', 'winmac_fstab', 'xffstab']",False
suffix,hostname,18,"['dhostname', 'gethostname', 'hhostname', 'myhostname', 'yourhostname']",False
suffix,hoary,18,"['AptAuthenticationInstructionsForHoary', 'hhoary', 'posthoary', 'upgrade2hoary', 'upgradehoary']",False
suffix,service,17,"['DService', 'accountsservice', 'qualityofservice', 'sservice', 'webservice']",False
suffix,bootable,17,['unbootable'],False
suffix,curl,17,"['DivGradCurl', 'libcurl']",False
suffix,mysql,17,"['S19mysql', 'S20mysql', 'S91mysql', 'cocoamysql', 'phpmysql']",False
suffix,launcher,17,"['golauncher', 'klauncher', 'mswinurl_launcher', 'nameofguildwarslauncher', 'urllauncher']",False
suffix,lamp,16,"['Glamp', 'Lunar_Lamp', 'clamp', 'lunar_lamp', 'vanillalamp']",False
suffix,i386,16,"['0_i386', '10i386', '7_i386', 'FoxitReader10_Linux_enu_i386', 'sis_drv_i386']",False
suffix,alsa,16,"['BorkedAlsa', 'balsa', 'maalsa', 'thealsa', 'winealsa']",False
